gmina,powiat,wojewodztwo,teryt_gmi,pop_risk_total,pop_ge65,pop_outside_ge65,outside_share,risk_class_max,priority_score_v12,rank,new_large_siren_gap_count,gap_count_not_priced_as_integration,estimated_new_siren_gap_cost_pln,new_siren_cost_per_pop_outside_ge65_pln
Otwock,otwocki,MAZOWIECKIE,1417021,1706.568666271309,1093.985678247864,612.5829880234451,0.3589559565522089,wysokie ryzyko,75.15,93,2,8,80000,130.59
Leśna,lubański,DOLNOŚLĄSKIE,0210033,2267.966274768956,1667.7439868742704,600.2222878946857,0.2646522104725001,wysokie ryzyko,67.45,260,1,13,40000,66.64
Alwernia,chrzanowski,MAŁOPOLSKIE,1203013,600.1616835973186,15.240435068235218,584.9212485290834,0.9746061178433028,wysokie ryzyko,81.99,17,1,5,40000,68.39
Ozimek,opolski,OPOLSKIE,1609083,1073.452892808144,490.99456219379033,582.4583306143538,0.5426025999991928,wysokie ryzyko,72.26,149,1,14,40000,68.67
Bystrzyca Kłodzka,kłodzki,DOLNOŚLĄSKIE,0208063,1395.9924802856117,816.1282053042112,579.8642749814003,0.4153777926244729,wysokie ryzyko,69.57,214,0,33,0,0.0
Gdów,wielicki,MAŁOPOLSKIE,1219022,4445.550821389243,3869.638684613702,575.9121367755408,0.1295479817719342,wysokie ryzyko,65.08,350,1,16,40000,69.46
Wisznia Mała,trzebnicki,DOLNOŚLĄSKIE,0220042,571.5115939931407,0.4201059886879861,571.0914880044526,0.999264921319001,wysokie ryzyko,82.35,15,1,6,40000,70.04
Tuszów Narodowy,mielecki,PODKARPACKIE,1811092,6695.090458730023,6125.524366375395,569.5660923546274,0.0850722026633628,wysokie ryzyko,62.96,407,1,29,40000,70.23
Tarnów Opolski,opolski,OPOLSKIE,1609112,620.8716526708972,51.667117972137746,569.2045346987594,0.9167829329139549,wysokie ryzyko,81.71,19,1,7,40000,70.27
Pułtusk,pułtuski,MAZOWIECKIE,1424043,4649.366544081728,4081.612900712712,567.7536433690152,0.1221141929736041,wysokie ryzyko,63.09,403,1,14,40000,70.45
Pruszcz Gdański,gdański,POMORSKIE,2204011,7102.0002104627,6535.324602361821,566.675608100879,0.0797909872300552,wysokie ryzyko,74.86,101,2,5,80000,141.17
Kalisz,Kalisz,WIELKOPOLSKIE,3061011,6444.005573527232,5888.067720709612,555.9378528176189,0.0862720937271501,wysokie ryzyko,65.87,324,1,8,40000,71.95
Słońsk,sulęciński,LUBUSKIE,0807032,959.6662146486752,409.7103600003358,549.9558546483395,0.5730699343726225,wysokie ryzyko,71.63,166,0,17,0,0.0
Wadowice Górne,mielecki,PODKARPACKIE,1811102,2822.3085195059907,2273.614817301122,548.6937022048688,0.1944130836202523,wysokie ryzyko,64.99,352,0,35,0,0.0
Laszki,jarosławski,PODKARPACKIE,1804052,2057.73582094687,1510.7893501724964,546.9464707743733,0.2658001407210257,wysokie ryzyko,66.51,301,1,10,40000,73.13
Ostaszewo,nowodworski,POMORSKIE,2210032,2678.8502926144706,2132.8808277970875,545.969464817383,0.2038073819662892,wysokie ryzyko,65.43,337,1,12,40000,73.26
Nowy Staw,malborski,POMORSKIE,2209073,5605.604460057362,5060.376878879061,545.2275811783015,0.0972647258762745,wysokie ryzyko,62.25,430,0,27,0,0.0
Pyzdry,wrzesiński,WIELKOPOLSKIE,3030043,1284.1790660360912,741.8892121777609,542.2898538583304,0.4222852312428908,wysokie ryzyko,68.79,236,0,48,0,0.0
Brochów,sochaczewski,MAZOWIECKIE,1428022,1847.6363389157837,1306.527987907618,541.108351008166,0.2928651811025189,wysokie ryzyko,66.68,296,0,44,0,0.0
Dęblin,rycki,LUBELSKIE,0616011,7869.700916170728,7330.751711710876,538.9492044598529,0.0684840771206966,wysokie ryzyko,68.31,244,1,7,40000,74.22
Markusy,elbląski,WARMIŃSKO-MAZURSKIE,2804042,2961.3566961639817,2439.777949814048,521.5787463499335,0.1761283086990381,wysokie ryzyko,63.54,390,0,58,0,0.0
Sztutowo,nowodworski,POMORSKIE,2210052,2802.8559645593705,2281.308825075933,521.5471394834378,0.1860770393049536,wysokie ryzyko,64.43,364,0,32,0,0.0
Przeciszów,oświęcimski,MAŁOPOLSKIE,1213082,1721.9711492630802,1208.5379576240157,513.4331916390645,0.2981659662874078,wysokie ryzyko,66.49,302,0,12,0,0.0
Dąbrowa Chełmińska,bydgoski,KUJAWSKO-POMORSKIE,0403022,979.5130898645324,468.0406975706687,511.47239229386344,0.5221700430410794,wysokie ryzyko,71.13,182,1,35,40000,78.21
Nowe,świecki,KUJAWSKO-POMORSKIE,0414063,781.2883980348238,271.3463796600856,509.9420183747382,0.6526937039605303,wysokie ryzyko,73.58,125,0,19,0,0.0
Bolesławiec,bolesławiecki,DOLNOŚLĄSKIE,0201022,533.6110421800331,31.953798754802865,501.6572434252303,0.940117808236768,wysokie ryzyko,78.52,48,0,25,0,0.0
Jelcz-Laskowice,oławski,DOLNOŚLĄSKIE,0215033,531.3163749472577,32.76504776052454,498.5513271867332,0.9383323208064556,wysokie ryzyko,79.68,33,1,3,40000,80.23
Żurawica,przemyski,PODKARPACKIE,1813102,2549.382054601811,2052.9220151098416,496.46003949196984,0.1947374025779404,wysokie ryzyko,65.23,344,2,5,80000,161.14
Mietków,wrocławski,DOLNOŚLĄSKIE,0223062,1148.6301407905564,652.4304793537385,496.1996614368179,0.4319925481803076,wysokie ryzyko,69.55,215,1,7,40000,80.61
Kamienna Góra,kamiennogórski,DOLNOŚLĄSKIE,0207022,813.488855305593,324.5556124892728,488.9332428163203,0.6010325029377925,wysokie ryzyko,72.52,144,0,26,0,0.0
Łaziska,opolski,LUBELSKIE,0612042,2544.411685017246,2056.507101363484,487.90458365376185,0.1917553619670846,wysokie ryzyko,63.73,387,0,29,0,0.0
Głogów,głogowski,DOLNOŚLĄSKIE,0203011,542.1824619641627,56.18891933357209,485.99354263059064,0.896365295310334,wysokie ryzyko,78.0,54,0,10,0,0.0
Darłowo,sławieński,ZACHODNIOPOMORSKIE,3213032,523.6031304633074,43.56874743423084,480.0343830290765,0.9167905138464711,wysokie ryzyko,78.05,53,0,12,0,0.0
Staszów,staszowski,ŚWIĘTOKRZYSKIE,2612073,2128.7900883876873,1653.6662947829332,475.1237936047545,0.2231895930916354,wysokie ryzyko,64.27,367,0,20,0,0.0
Brzeszcze,oświęcimski,MAŁOPOLSKIE,1213023,2636.2048652322756,2170.3608516851473,465.8440135471284,0.1767100955206237,wysokie ryzyko,64.24,369,0,24,0,0.0
Kosakowo,pucki,POMORSKIE,2211052,521.6693995757702,56.44419972308086,465.2251998526893,0.8918008229561055,wysokie ryzyko,79.61,35,1,7,40000,85.98
Świebodzice,świdnicki,DOLNOŚLĄSKIE,0219021,600.2784417924586,137.36213169161732,462.9163101008412,0.7711693072277461,wysokie ryzyko,78.46,49,2,6,80000,172.82
Rzewnie,makowski,MAZOWIECKIE,1411082,615.5072014961976,152.61119687023574,462.8960046259619,0.752056196094436,wysokie ryzyko,74.55,108,0,36,0,0.0
Oświęcim,oświęcimski,MAŁOPOLSKIE,1213011,15527.43108133379,15066.410074951214,461.0210063825758,0.029690745620941,wysokie ryzyko,61.83,452,0,20,0,0.0
Częstochowa,Częstochowa,ŚLĄSKIE,2464011,9538.21742892225,9077.34575045847,460.87167846378145,0.0483184286684746,wysokie ryzyko,61.83,453,1,18,40000,86.79
Santok,gorzowski,LUBUSKIE,0801062,987.2387380539268,528.5373462282917,458.70139182563514,0.4646306654556935,wysokie ryzyko,68.67,237,0,38,0,0.0
Lesko,leski,PODKARPACKIE,1821033,2833.388209663609,2377.8052093280016,455.5830003356072,0.1607908859018284,wysokie ryzyko,63.06,405,0,21,0,0.0
Węgierska Górka,żywiecki,ŚLĄSKIE,2417152,2025.179450986872,1571.0851640164185,454.0942869704536,0.2242242220802571,wysokie ryzyko,65.68,328,0,23,0,0.0
Terespol,bialski,LUBELSKIE,0601162,849.636577208661,397.18736962472326,452.4492075839379,0.5325208680049818,wysokie ryzyko,70.01,203,0,28,0,0.0
Kamienica Polska,częstochowski,ŚLĄSKIE,2404042,725.3331822494993,274.0029280162469,451.3302542332523,0.6222385315856186,wysokie ryzyko,73.52,126,1,11,40000,88.63
Połaniec,staszowski,ŚWIĘTOKRZYSKIE,2612053,3160.3748090722893,2711.8815846612833,448.4932244110055,0.1419114033954277,wysokie ryzyko,62.42,426,0,38,0,0.0
Dąbrowa Tarnowska,dąbrowski,MAŁOPOLSKIE,1204023,589.5451766085833,144.99902219581713,444.5461544127662,0.7540493452428222,wysokie ryzyko,74.13,116,0,6,0,0.0
Kościelec,kolski,WIELKOPOLSKIE,3009082,3384.743992774534,2944.116800784954,440.6271919895795,0.1301803601484169,wysokie ryzyko,62.76,416,0,24,0,0.0
Sanok,sanocki,PODKARPACKIE,1817052,1962.985787127763,1522.5993978178162,440.38638930994694,0.2243451746812285,wysokie ryzyko,64.06,374,1,20,40000,90.83
Świerzawa,złotoryjski,DOLNOŚLĄSKIE,0226043,1075.375425874283,635.347467326105,440.02795854817833,0.4091854323251196,wysokie ryzyko,68.43,243,0,11,0,0.0
Dąbrowa,opolski,OPOLSKIE,1609022,1377.651409247394,939.7487571259412,437.90265212145306,0.3178617240777024,wysokie ryzyko,66.66,297,1,10,40000,91.34
Skoroszyce,nyski,OPOLSKIE,1607092,1450.9307835041657,1015.8747114102412,435.0560720939245,0.2998461932437699,wysokie ryzyko,66.79,290,2,1,80000,183.88
Rytwiany,staszowski,ŚWIĘTOKRZYSKIE,2612062,2309.479827072244,1878.7655656008717,430.7142614713723,0.186498386529487,wysokie ryzyko,64.05,375,0,27,0,0.0
Czarny Dunajec,nowotarski,MAŁOPOLSKIE,1211033,909.2473560195403,482.7281831158065,426.5191729037339,0.4690903636727954,wysokie ryzyko,69.17,225,0,18,0,0.0
Iłów,sochaczewski,MAZOWIECKIE,1428032,524.6674164764469,99.27690700104492,425.3905094754019,0.8107812608837667,wysokie ryzyko,75.19,91,0,9,0,0.0
Łososina Dolna,nowosądecki,MAŁOPOLSKIE,1210102,1287.3833558126162,864.3912394829833,422.99211632963306,0.3285673334363049,wysokie ryzyko,65.85,325,0,39,0,0.0
Radgoszcz,dąbrowski,MAŁOPOLSKIE,1204062,1208.297441708638,789.1138737114372,419.1835679972008,0.3469208437654545,wysokie ryzyko,66.35,307,0,36,0,0.0
Krokowa,pucki,POMORSKIE,2211062,440.6009895973548,27.323421840942014,413.2775677564128,0.9379860179934876,wysokie ryzyko,77.54,57,0,8,0,0.0
Cedry Wielkie,gdański,POMORSKIE,2204022,6607.491303687335,6194.549927051281,412.941376636054,0.0624959394809359,wysokie ryzyko,60.64,489,0,35,0,0.0
Barcin,żniński,KUJAWSKO-POMORSKIE,0419013,637.9860739177484,225.08759579945817,412.8984781182902,0.6471904246792739,wysokie ryzyko,73.25,131,1,11,40000,96.88
Czernichów,krakowski,MAŁOPOLSKIE,1206012,3290.097045496462,2883.607060797222,406.4899846992404,0.1235495424840584,wysokie ryzyko,62.25,431,0,21,0,0.0
Brok,ostrowski,MAZOWIECKIE,1416043,411.1089965329938,5.711104031115237,405.3978925018785,0.9861080538755446,wysokie ryzyko,78.77,42,0,18,0,0.0
Ostrołęka,Ostrołęka,MAZOWIECKIE,1461011,5635.427804264001,5231.8970501604235,403.5307541035761,0.0716060551424769,wysokie ryzyko,62.06,437,1,2,40000,99.13
Skarbimierz,brzeski,OPOLSKIE,1601022,689.7365155843765,288.5400103988459,401.19650518553067,0.5816663263733667,wysokie ryzyko,70.23,198,0,8,0,0.0
Krzywcza,przemyski,PODKARPACKIE,1813052,1136.5939809629608,737.5019694967305,399.0920114662304,0.3511297949405875,wysokie ryzyko,66.38,305,0,19,0,0.0
Poraj,myszkowski,ŚLĄSKIE,2409042,1122.8328440397715,724.5444785153948,398.2883655243769,0.3547174164334199,wysokie ryzyko,67.16,276,2,8,80000,200.86
Lubawka,kamiennogórski,DOLNOŚLĄSKIE,0207033,1401.2449114926612,1006.6880069395854,394.5569045530757,0.2815759767025866,wysokie ryzyko,65.06,351,0,5,0,0.0
Krosno Odrzańskie,krośnieński,LUBUSKIE,0802063,2325.5369524221405,1936.6811102975516,388.8558421245892,0.1672112075964134,wysokie ryzyko,62.09,436,1,16,40000,102.87
Ścinawa,lubiński,DOLNOŚLĄSKIE,0211043,901.2511675346911,517.3374166128572,383.913750921834,0.4259786447456183,wysokie ryzyko,66.7,295,1,8,40000,104.19
Goleniów,goleniowski,ZACHODNIOPOMORSKIE,3204023,1290.3407700490443,908.6261401970256,381.7146298520186,0.2958246679576823,wysokie ryzyko,64.42,365,1,22,40000,104.79
Długołęka,wrocławski,DOLNOŚLĄSKIE,0223022,455.2594262187332,75.08484405618212,380.1745821625511,0.8350724010707096,wysokie ryzyko,76.79,67,1,9,40000,105.21
Pomiechówek,nowodworski,MAZOWIECKIE,1414052,1042.0729834944432,665.4295714766677,376.6434120177755,0.3614366920393191,wysokie ryzyko,65.58,331,1,18,40000,106.2
Kramsk,koniński,WIELKOPOLSKIE,3010052,1313.179000167559,937.8850774362174,375.29392273134135,0.2857903779175988,wysokie ryzyko,64.41,366,0,41,0,0.0
Krościenko nad Dunajcem,nowotarski,MAŁOPOLSKIE,1211062,1717.1746645375547,1343.951811667636,373.2228528699188,0.2173470530270314,wysokie ryzyko,63.41,394,0,15,0,0.0
Głuchołazy,nyski,OPOLSKIE,1607013,2129.747410342264,1757.7679393770543,371.97947096520966,0.1746589615082242,wysokie ryzyko,64.54,360,1,11,40000,107.53
Grybów,nowosądecki,MAŁOPOLSKIE,1210042,800.6423397059848,429.7151040584438,370.9272356475409,0.4632870599670688,wysokie ryzyko,68.96,233,1,7,40000,107.84
Krotoszyce,legnicki,DOLNOŚLĄSKIE,0209032,953.3644388056777,584.904153353235,368.46028545244263,0.3864841926703595,wysokie ryzyko,66.28,312,0,12,0,0.0
Borzęcin,brzeski,MAŁOPOLSKIE,1202012,1274.7555926305515,907.671623834086,367.0839687964658,0.2879641955827478,wysokie ryzyko,64.27,368,1,20,40000,108.97
Gorzów Wielkopolski,Gorzów Wielkopolski,LUBUSKIE,0861011,4881.600077077938,4515.9404787937765,365.6595982841611,0.0749056851258983,wysokie ryzyko,60.44,500,0,19,0,0.0
Chojnów,legnicki,DOLNOŚLĄSKIE,0209011,1129.7354271791712,765.3993588320013,364.3360683471699,0.3224968072895423,wysokie ryzyko,76.33,74,1,3,40000,109.79
Muszyna,nowosądecki,MAŁOPOLSKIE,1210113,847.699220868849,483.37260309904315,364.3266177698058,0.4297828861944563,wysokie ryzyko,67.94,253,0,23,0,0.0
Wietrzychowice,tarnowski,MAŁOPOLSKIE,1216122,3767.717543830089,3407.2662027436336,360.4513410864555,0.0956683554149967,wysokie ryzyko,60.74,486,0,15,0,0.0
Jasło,jasielski,PODKARPACKIE,1805011,7894.70614869168,7535.221438389732,359.484710301948,0.0455349070036662,wysokie ryzyko,59.81,515,0,27,0,0.0
Gawłuszowice,mielecki,PODKARPACKIE,1811042,2727.410415352796,2370.04522362848,357.36519172431645,0.1310272886371193,wysokie ryzyko,61.32,470,1,19,40000,111.93
Cisek,kędzierzyńsko-kozielski,OPOLSKIE,1603032,2229.2878497297543,1872.164934645236,357.1229150845178,0.1601959635350859,wysokie ryzyko,61.86,449,0,21,0,0.0
Gąbin,płocki,MAZOWIECKIE,1419063,955.7926956091768,599.5499336118969,356.24276199727996,0.372719695006905,wysokie ryzyko,65.5,334,0,30,0,0.0
Władysławowo,pucki,POMORSKIE,2211043,839.7162011202531,485.5339024789545,354.1822986412986,0.4217880971794865,wysokie ryzyko,68.23,249,1,4,40000,112.94
Świnoujście,Świnoujście,ZACHODNIOPOMORSKIE,3263011,6193.527200096967,5839.767925383935,353.7592747130327,0.0571175782851965,wysokie ryzyko,59.35,532,0,14,0,0.0
Marciszów,kamiennogórski,DOLNOŚLĄSKIE,0207042,967.82958068806,614.1740017193632,353.6555789686968,0.3654110041948418,wysokie ryzyko,66.3,311,0,18,0,0.0
Nozdrzec,brzozowski,PODKARPACKIE,1802062,959.7902441068892,610.3453457379796,349.44489836890955,0.3640846534068259,wysokie ryzyko,65.98,321,0,33,0,0.0
Nowa Sarzyna,leżajski,PODKARPACKIE,1808053,2520.824572126755,2176.576104631433,344.2484674953222,0.1365618501587711,wysokie ryzyko,61.97,443,1,7,40000,116.2
Uniejów,poddębicki,ŁÓDZKIE,1011043,821.6720961040485,478.0851389100048,343.58695719404363,0.4181558054887812,wysokie ryzyko,66.36,306,0,25,0,0.0
Tomice,wadowicki,MAŁOPOLSKIE,1218082,1011.8108041765712,668.8265107228261,342.9842934537449,0.3389806592674916,wysokie ryzyko,65.45,336,0,21,0,0.0
Dzierżoniów,dzierżoniowski,DOLNOŚLĄSKIE,0202052,1036.7546340561328,696.4285246044049,340.32610945172786,0.3282609966451345,wysokie ryzyko,65.47,335,0,5,0,0.0
Paczków,nyski,OPOLSKIE,1607073,576.8191326133417,240.26748598024255,336.55164663309915,0.5834613098014196,wysokie ryzyko,70.91,184,1,8,40000,118.85
Siedlisko,nowosolski,LUBUSKIE,0804082,585.4587262840607,248.95304312417343,336.5056831598873,0.5747726834574791,wysokie ryzyko,69.37,221,1,6,40000,118.87
Długosiodło,wyszkowski,MAZOWIECKIE,1435022,336.0960016957163,0.0,336.0960016957163,1.0,wysokie ryzyko,77.37,58,0,14,0,0.0
Dąbrowa Górnicza,Dąbrowa Górnicza,ŚLĄSKIE,2465011,805.3722024125912,475.09829922690824,330.2739031856829,0.4100885307393364,wysokie ryzyko,65.94,323,0,4,0,0.0
Wołów,wołowski,DOLNOŚLĄSKIE,0222033,425.74194917893794,95.5043269324356,330.2376222465024,0.775675553896862,wysokie ryzyko,72.78,140,0,10,0,0.0
Gródek nad Dunajcem,nowosądecki,MAŁOPOLSKIE,1210032,1112.576166877038,788.3828617400416,324.1933051369965,0.291389762596655,wysokie ryzyko,63.79,385,0,32,0,0.0
Stronie Śląskie,kłodzki,DOLNOŚLĄSKIE,0208133,1519.219811545705,1195.109147876005,324.1106636696999,0.2133402034429362,wysokie ryzyko,62.88,409,1,6,40000,123.41
Chojnów,legnicki,DOLNOŚLĄSKIE,0209022,591.5892049133761,268.1465491048143,323.4426558085617,0.5467352228915706,wysokie ryzyko,68.23,250,0,18,0,0.0
Solec nad Wisłą,lipski,MAZOWIECKIE,1409063,1025.247119564876,703.1862475161327,322.06087204874336,0.3141299945182279,wysokie ryzyko,63.82,384,0,35,0,0.0
Płock,Płock,MAZOWIECKIE,1462011,1298.9139250003736,976.887107009478,322.0268179908958,0.247920059822904,wysokie ryzyko,62.65,419,0,13,0,0.0
Kłomnice,częstochowski,ŚLĄSKIE,2404052,852.9448425134492,535.5453386164191,317.39950389703,0.372121956868536,wysokie ryzyko,65.13,347,0,21,0,0.0
