wojewodztwo,powiat,gmina,wojewodztwo_key,powiat_key,gmina_key,siren_records_without_gsm,unique_sites_without_gsm,integration_cost_records_pln,integration_cost_unique_sites_pln
MAZOWIECKIE,białobrzeski,Stromiec,mazowieckie,bialobrzeski,stromiec,7,7,35000,35000
MAZOWIECKIE,grójecki,Grójec,mazowieckie,grojecki,grojec,7,7,35000,35000
MAZOWIECKIE,kozienicki,Magnuszew,mazowieckie,kozienicki,magnuszew,7,6,35000,30000
MAZOWIECKIE,makowski,Karniewo,mazowieckie,makowski,karniewo,7,7,35000,35000
MAZOWIECKIE,miński,Siennica,mazowieckie,minski,siennica,7,7,35000,35000
MAZOWIECKIE,mławski,Lipowiec Kościelny,mazowieckie,mlawski,lipowiec_koscielny,7,7,35000,35000
MAZOWIECKIE,mławski,Mława,mazowieckie,mlawski,mlawa,7,7,35000,35000
MAZOWIECKIE,mławski,Wieczfnia Kościelna,mazowieckie,mlawski,wieczfnia_koscielna,7,7,35000,35000
MAZOWIECKIE,nowodworski,Czosnów,mazowieckie,nowodworski,czosnow,7,7,35000,35000
MAZOWIECKIE,ostrowski,Stary Lubotyń,mazowieckie,ostrowski,stary_lubotyn,7,7,35000,35000
MAZOWIECKIE,otwocki,Celestynów,mazowieckie,otwocki,celestynow,7,2,35000,10000
MAZOWIECKIE,otwocki,Osieck,mazowieckie,otwocki,osieck,7,6,35000,30000
MAZOWIECKIE,piaseczyński,Góra Kalwaria,mazowieckie,piaseczynski,gora_kalwaria,7,4,35000,20000
MAZOWIECKIE,pruszkowski,Piastów,mazowieckie,pruszkowski,piastow,7,7,35000,35000
MAZOWIECKIE,przysuski,Przysucha,mazowieckie,przysuski,przysucha,7,6,35000,30000
MAZOWIECKIE,płocki,Słubice,mazowieckie,plocki,slubice,7,6,35000,30000
MAZOWIECKIE,płoński,Baboszewo,mazowieckie,plonski,baboszewo,7,7,35000,35000
MAZOWIECKIE,płoński,Dzierzążnia,mazowieckie,plonski,dzierzaznia,7,7,35000,35000
MAZOWIECKIE,płoński,Płońsk,mazowieckie,plonski,plonsk,7,7,35000,35000
MAZOWIECKIE,radomski,Skaryszew,mazowieckie,radomski,skaryszew,7,7,35000,35000
MAZOWIECKIE,siedlecki,Przesmyki,mazowieckie,siedlecki,przesmyki,7,6,35000,30000
MAZOWIECKIE,siedlecki,Suchożebry,mazowieckie,siedlecki,suchozebry,7,7,35000,35000
MAZOWIECKIE,sochaczewski,Iłów,mazowieckie,sochaczewski,ilow,7,7,35000,35000
MAZOWIECKIE,sochaczewski,Rybno,mazowieckie,sochaczewski,rybno,7,7,35000,35000
MAZOWIECKIE,szydłowiecki,Jastrząb,mazowieckie,szydlowiecki,jastrzab,7,7,35000,35000
MAZOWIECKIE,wyszkowski,Brańszczyk,mazowieckie,wyszkowski,branszczyk,7,7,35000,35000
MAZOWIECKIE,wyszkowski,Wyszków,mazowieckie,wyszkowski,wyszkow,7,7,35000,35000
MAZOWIECKIE,łosicki,Łosice,mazowieckie,losicki,losice,7,7,35000,35000
MAZOWIECKIE,żyrardowski,Mszczonów,mazowieckie,zyrardowski,mszczonow,7,4,35000,20000
MAŁOPOLSKIE,bocheński,Rzezawa,malopolskie,bochenski,rzezawa,7,7,35000,35000
MAŁOPOLSKIE,bocheński,Łapanów,malopolskie,bochenski,lapanow,7,7,35000,35000
MAŁOPOLSKIE,brzeski,Gnojnik,malopolskie,brzeski,gnojnik,7,7,35000,35000
MAŁOPOLSKIE,dąbrowski,Bolesław,malopolskie,dabrowski,boleslaw,7,7,35000,35000
MAŁOPOLSKIE,dąbrowski,Szczucin,malopolskie,dabrowski,szczucin,7,7,35000,35000
MAŁOPOLSKIE,gorlicki,Bobowa,malopolskie,gorlicki,bobowa,7,7,35000,35000
MAŁOPOLSKIE,gorlicki,Sękowa,malopolskie,gorlicki,sekowa,7,7,35000,35000
MAŁOPOLSKIE,krakowski,Michałowice,malopolskie,krakowski,michalowice,7,6,35000,30000
MAŁOPOLSKIE,krakowski,Wielka Wieś,malopolskie,krakowski,wielka_wies,7,7,35000,35000
MAŁOPOLSKIE,myślenicki,Wiśniowa,malopolskie,myslenicki,wisniowa,7,6,35000,30000
MAŁOPOLSKIE,nowosądecki,Gródek nad Dunajcem,malopolskie,nowosadecki,grodek_nad_dunajcem,7,7,35000,35000
MAŁOPOLSKIE,nowotarski,Czorsztyn,malopolskie,nowotarski,czorsztyn,7,7,35000,35000
MAŁOPOLSKIE,nowotarski,Raba Wyżna,malopolskie,nowotarski,raba_wyzna,7,7,35000,35000
MAŁOPOLSKIE,nowotarski,Rabka-Zdrój,malopolskie,nowotarski,rabka_zdroj,7,7,35000,35000
MAŁOPOLSKIE,proszowicki,Pałecznica,malopolskie,proszowicki,palecznica,7,7,35000,35000
MAŁOPOLSKIE,suski,Budzów,malopolskie,suski,budzow,7,7,35000,35000
MAŁOPOLSKIE,suski,Zawoja,malopolskie,suski,zawoja,7,7,35000,35000
MAŁOPOLSKIE,tarnowski,Radłów,malopolskie,tarnowski,radlow,7,7,35000,35000
MAŁOPOLSKIE,tarnowski,Tarnów,malopolskie,tarnowski,tarnow,7,7,35000,35000
MAŁOPOLSKIE,tarnowski,Wierzchosławice,malopolskie,tarnowski,wierzchoslawice,7,7,35000,35000
MAŁOPOLSKIE,tatrzański,Zakopane,malopolskie,tatrzanski,zakopane,7,7,35000,35000
MAŁOPOLSKIE,wadowicki,Tomice,malopolskie,wadowicki,tomice,7,7,35000,35000
OPOLSKIE,brzeski,Brzeg,opolskie,brzeski,brzeg,7,7,35000,35000
OPOLSKIE,głubczycki,Baborów,opolskie,glubczycki,baborow,7,7,35000,35000
OPOLSKIE,kluczborski,Byczyna,opolskie,kluczborski,byczyna,7,7,35000,35000
OPOLSKIE,kędzierzyńsko-kozielski,Reńska Wieś,opolskie,kedzierzynsko_kozielski,renska_wies,7,7,35000,35000
OPOLSKIE,oleski,Gorzów Śląski,opolskie,oleski,gorzow_slaski,7,7,35000,35000
OPOLSKIE,oleski,Praszka,opolskie,oleski,praszka,7,7,35000,35000
OPOLSKIE,oleski,Rudniki,opolskie,oleski,rudniki,7,7,35000,35000
OPOLSKIE,opolski,Turawa,opolskie,opolski,turawa,7,7,35000,35000
PODKARPACKIE,brzozowski,Brzozów,podkarpackie,brzozowski,brzozow,7,7,35000,35000
PODKARPACKIE,jarosławski,Radymno,podkarpackie,jaroslawski,radymno,7,6,35000,30000
PODKARPACKIE,jarosławski,Roźwienica,podkarpackie,jaroslawski,rozwienica,7,7,35000,35000
PODKARPACKIE,jasielski,Kołaczyce,podkarpackie,jasielski,kolaczyce,7,6,35000,30000
PODKARPACKIE,krośnieński,Chorkówka,podkarpackie,krosnienski,chorkowka,7,7,35000,35000
PODKARPACKIE,krośnieński,Jedlicze,podkarpackie,krosnienski,jedlicze,7,7,35000,35000
PODKARPACKIE,mielecki,Mielec,podkarpackie,mielecki,mielec,7,7,35000,35000
PODKARPACKIE,przemyski,Żurawica,podkarpackie,przemyski,zurawica,7,6,35000,30000
PODKARPACKIE,rzeszowski,Błażowa,podkarpackie,rzeszowski,blazowa,7,7,35000,35000
PODKARPACKIE,łańcucki,Białobrzegi,podkarpackie,lancucki,bialobrzegi,7,7,35000,35000
PODLASKIE,augustowski,Bargłów Kościelny,podlaskie,augustowski,barglow_koscielny,7,7,35000,35000
PODLASKIE,augustowski,Płaska,podlaskie,augustowski,plaska,7,7,35000,35000
PODLASKIE,białostocki,Juchnowiec Kościelny,podlaskie,bialostocki,juchnowiec_koscielny,7,7,35000,35000
PODLASKIE,białostocki,Zabłudów,podlaskie,bialostocki,zabludow,7,7,35000,35000
PODLASKIE,siemiatycki,Dziadkowice,podlaskie,siemiatycki,dziadkowice,7,7,35000,35000
PODLASKIE,siemiatycki,Mielnik,podlaskie,siemiatycki,mielnik,7,7,35000,35000
PODLASKIE,suwalski,Raczki,podlaskie,suwalski,raczki,7,4,35000,20000
PODLASKIE,wysokomazowiecki,Klukowo,podlaskie,wysokomazowiecki,klukowo,7,7,35000,35000
POMORSKIE,bytowski,Czarna Dąbrówka,pomorskie,bytowski,czarna_dabrowka,7,7,35000,35000
POMORSKIE,bytowski,Parchowo,pomorskie,bytowski,parchowo,7,7,35000,35000
POMORSKIE,gdański,Suchy Dąb,pomorskie,gdanski,suchy_dab,7,7,35000,35000
POMORSKIE,kwidzyński,Gardeja,pomorskie,kwidzynski,gardeja,7,7,35000,35000
POMORSKIE,starogardzki,Skórcz,pomorskie,starogardzki,skorcz,7,6,35000,30000
POMORSKIE,słupski,Kobylnica,pomorskie,slupski,kobylnica,7,7,35000,35000
WARMIŃSKO-MAZURSKIE,bartoszycki,Bartoszyce,warminsko_mazurskie,bartoszycki,bartoszyce,7,7,35000,35000
WARMIŃSKO-MAZURSKIE,działdowski,Płośnica,warminsko_mazurskie,dzialdowski,plosnica,7,7,35000,35000
WARMIŃSKO-MAZURSKIE,elbląski,Pasłęk,warminsko_mazurskie,elblaski,paslek,7,7,35000,35000
WARMIŃSKO-MAZURSKIE,nidzicki,Kozłowo,warminsko_mazurskie,nidzicki,kozlowo,7,7,35000,35000
WARMIŃSKO-MAZURSKIE,olsztyński,Biskupiec,warminsko_mazurskie,olsztynski,biskupiec,7,7,35000,35000
WIELKOPOLSKIE,grodziski,Granowo,wielkopolskie,grodziski,granowo,7,7,35000,35000
WIELKOPOLSKIE,grodziski,Grodzisk Wielkopolski,wielkopolskie,grodziski,grodzisk_wielkopolski,7,7,35000,35000
WIELKOPOLSKIE,grodziski,Wielichowo,wielkopolskie,grodziski,wielichowo,7,7,35000,35000
WIELKOPOLSKIE,kaliski,Lisków,wielkopolskie,kaliski,liskow,7,7,35000,35000
WIELKOPOLSKIE,kolski,Olszówka,wielkopolskie,kolski,olszowka,7,7,35000,35000
WIELKOPOLSKIE,koniński,Kazimierz Biskupi,wielkopolskie,koninski,kazimierz_biskupi,7,7,35000,35000
WIELKOPOLSKIE,kępiński,Perzów,wielkopolskie,kepinski,perzow,7,7,35000,35000
WIELKOPOLSKIE,kępiński,Łęka Opatowska,wielkopolskie,kepinski,leka_opatowska,7,7,35000,35000
WIELKOPOLSKIE,leszczyński,Rydzyna,wielkopolskie,leszczynski,rydzyna,7,7,35000,35000
WIELKOPOLSKIE,międzychodzki,Kwilcz,wielkopolskie,miedzychodzki,kwilcz,7,7,35000,35000
WIELKOPOLSKIE,ostrowski,Nowe Skalmierzyce,wielkopolskie,ostrowski,nowe_skalmierzyce,7,7,35000,35000
WIELKOPOLSKIE,ostrzeszowski,Doruchów,wielkopolskie,ostrzeszowski,doruchow,7,6,35000,30000
WIELKOPOLSKIE,poznański,Buk,wielkopolskie,poznanski,buk,7,7,35000,35000
WIELKOPOLSKIE,szamotulski,Duszniki,wielkopolskie,szamotulski,duszniki,7,7,35000,35000
WIELKOPOLSKIE,turecki,Brudzew,wielkopolskie,turecki,brudzew,7,7,35000,35000
WIELKOPOLSKIE,turecki,Dobra,wielkopolskie,turecki,dobra,7,7,35000,35000
WIELKOPOLSKIE,wągrowiecki,Wągrowiec,wielkopolskie,wagrowiecki,wagrowiec,7,7,35000,35000
WIELKOPOLSKIE,śremski,Śrem,wielkopolskie,sremski,srem,7,7,35000,35000
ZACHODNIOPOMORSKIE,drawski,Czaplinek,zachodniopomorskie,drawski,czaplinek,7,7,35000,35000
ZACHODNIOPOMORSKIE,świdwiński,Połczyn-Zdrój,zachodniopomorskie,swidwinski,polczyn_zdroj,7,7,35000,35000
ŁÓDZKIE,brzeziński,Brzeziny,lodzkie,brzezinski,brzeziny,7,7,35000,35000
ŁÓDZKIE,kutnowski,Krzyżanów,lodzkie,kutnowski,krzyzanow,7,7,35000,35000
ŁÓDZKIE,opoczyński,Drzewica,lodzkie,opoczynski,drzewica,7,7,35000,35000
ŁÓDZKIE,pabianicki,Konstantynów Łódzki,lodzkie,pabianicki,konstantynow_lodzki,7,7,35000,35000
ŁÓDZKIE,piotrkowski,Sulejów,lodzkie,piotrkowski,sulejow,7,7,35000,35000
ŁÓDZKIE,rawski,Sadkowice,lodzkie,rawski,sadkowice,7,7,35000,35000
ŁÓDZKIE,sieradzki,Brąszewice,lodzkie,sieradzki,braszewice,7,7,35000,35000
ŁÓDZKIE,wieluński,Biała,lodzkie,wielunski,biala,7,7,35000,35000
ŁÓDZKIE,łaski,Sędziejowice,lodzkie,laski,sedziejowice,7,7,35000,35000
ŚLĄSKIE,bielski,Czechowice-Dziedzice,slaskie,bielski,czechowice_dziedzice,7,7,35000,35000
ŚLĄSKIE,będziński,Mierzęcice,slaskie,bedzinski,mierzecice,7,7,35000,35000
ŚLĄSKIE,częstochowski,Lelów,slaskie,czestochowski,lelow,7,7,35000,35000
ŚLĄSKIE,gliwicki,Sośnicowice,slaskie,gliwicki,sosnicowice,7,7,35000,35000
ŚLĄSKIE,gliwicki,Wielowieś,slaskie,gliwicki,wielowies,7,6,35000,30000
ŚLĄSKIE,kłobucki,Krzepice,slaskie,klobucki,krzepice,7,7,35000,35000
ŚLĄSKIE,kłobucki,Kłobuck,slaskie,klobucki,klobuck,7,7,35000,35000
ŚLĄSKIE,kłobucki,Opatów,slaskie,klobucki,opatow,7,7,35000,35000
ŚLĄSKIE,lubliniecki,Ciasna,slaskie,lubliniecki,ciasna,7,7,35000,35000
ŚLĄSKIE,mikołowski,Mikołów,slaskie,mikolowski,mikolow,7,7,35000,35000
ŚLĄSKIE,mikołowski,Łaziska Górne,slaskie,mikolowski,laziska_gorne,7,7,35000,35000
ŚLĄSKIE,tarnogórski,Zbrosławice,slaskie,tarnogorski,zbroslawice,7,4,35000,20000
ŚLĄSKIE,zawierciański,Włodowice,slaskie,zawiercianski,wlodowice,7,7,35000,35000
ŚLĄSKIE,zawierciański,Zawiercie,slaskie,zawiercianski,zawiercie,7,7,35000,35000
ŚLĄSKIE,zawierciański,Łazy,slaskie,zawiercianski,lazy,7,7,35000,35000
ŚWIĘTOKRZYSKIE,jędrzejowski,Oksa,swietokrzyskie,jedrzejowski,oksa,7,7,35000,35000
ŚWIĘTOKRZYSKIE,kazimierski,Kazimierza Wielka,swietokrzyskie,kazimierski,kazimierza_wielka,7,7,35000,35000
ŚWIĘTOKRZYSKIE,kielecki,Chmielnik,swietokrzyskie,kielecki,chmielnik,7,7,35000,35000
ŚWIĘTOKRZYSKIE,konecki,Ruda Maleniecka,swietokrzyskie,konecki,ruda_maleniecka,7,7,35000,35000
ŚWIĘTOKRZYSKIE,konecki,Słupia Konecka,swietokrzyskie,konecki,slupia_konecka,7,7,35000,35000
ŚWIĘTOKRZYSKIE,opatowski,Lipnik,swietokrzyskie,opatowski,lipnik,7,7,35000,35000
ŚWIĘTOKRZYSKIE,pińczowski,Kije,swietokrzyskie,pinczowski,kije,7,7,35000,35000
ŚWIĘTOKRZYSKIE,sandomierski,Klimontów,swietokrzyskie,sandomierski,klimontow,7,7,35000,35000
ŚWIĘTOKRZYSKIE,sandomierski,Obrazów,swietokrzyskie,sandomierski,obrazow,7,7,35000,35000
ŚWIĘTOKRZYSKIE,starachowicki,Mirzec,swietokrzyskie,starachowicki,mirzec,7,7,35000,35000
ŚWIĘTOKRZYSKIE,staszowski,Staszów,swietokrzyskie,staszowski,staszow,7,7,35000,35000
ŚWIĘTOKRZYSKIE,włoszczowski,Radków,swietokrzyskie,wloszczowski,radkow,7,7,35000,35000
DOLNOŚLĄSKIE,bolesławiecki,Gromadka,dolnoslaskie,boleslawiecki,gromadka,6,6,30000,30000
DOLNOŚLĄSKIE,górowski,Jemielno,dolnoslaskie,gorowski,jemielno,6,6,30000,30000
DOLNOŚLĄSKIE,kamiennogórski,Kamienna Góra,dolnoslaskie,kamiennogorski,kamienna_gora,6,6,30000,30000
DOLNOŚLĄSKIE,kamiennogórski,Lubawka,dolnoslaskie,kamiennogorski,lubawka,6,6,30000,30000
DOLNOŚLĄSKIE,kłodzki,Międzylesie,dolnoslaskie,klodzki,miedzylesie,6,6,30000,30000
DOLNOŚLĄSKIE,kłodzki,Radków,dolnoslaskie,klodzki,radkow,6,6,30000,30000
DOLNOŚLĄSKIE,lubański,Lubań,dolnoslaskie,lubanski,luban,6,6,30000,30000
DOLNOŚLĄSKIE,lwówecki,Gryfów Śląski,dolnoslaskie,lwowecki,gryfow_slaski,6,6,30000,30000
DOLNOŚLĄSKIE,polkowicki,Polkowice,dolnoslaskie,polkowicki,polkowice,6,6,30000,30000
DOLNOŚLĄSKIE,trzebnicki,Oborniki Śląskie,dolnoslaskie,trzebnicki,oborniki_slaskie,6,6,30000,30000
DOLNOŚLĄSKIE,trzebnicki,Trzebnica,dolnoslaskie,trzebnicki,trzebnica,6,6,30000,30000
DOLNOŚLĄSKIE,wołowski,Wińsko,dolnoslaskie,wolowski,winsko,6,6,30000,30000
DOLNOŚLĄSKIE,wołowski,Wołów,dolnoslaskie,wolowski,wolow,6,6,30000,30000
DOLNOŚLĄSKIE,złotoryjski,Złotoryja,dolnoslaskie,zlotoryjski,zlotoryja,6,6,30000,30000
DOLNOŚLĄSKIE,świdnicki,Jaworzyna Śląska,dolnoslaskie,swidnicki,jaworzyna_slaska,6,6,30000,30000
KUJAWSKO-POMORSKIE,aleksandrowski,Bądkowo,kujawsko_pomorskie,aleksandrowski,badkowo,6,6,30000,30000
KUJAWSKO-POMORSKIE,brodnicki,Brzozie,kujawsko_pomorskie,brodnicki,brzozie,6,6,30000,30000
KUJAWSKO-POMORSKIE,grudziądzki,Łasin,kujawsko_pomorskie,grudziadzki,lasin,6,6,30000,30000
KUJAWSKO-POMORSKIE,inowrocławski,Kruszwica,kujawsko_pomorskie,inowroclawski,kruszwica,6,6,30000,30000
KUJAWSKO-POMORSKIE,radziejowski,Osięciny,kujawsko_pomorskie,radziejowski,osieciny,6,6,30000,30000
KUJAWSKO-POMORSKIE,radziejowski,Topólka,kujawsko_pomorskie,radziejowski,topolka,6,6,30000,30000
KUJAWSKO-POMORSKIE,rypiński,Brzuze,kujawsko_pomorskie,rypinski,brzuze,6,6,30000,30000
KUJAWSKO-POMORSKIE,toruński,Obrowo,kujawsko_pomorskie,torunski,obrowo,6,6,30000,30000
KUJAWSKO-POMORSKIE,tucholski,Śliwice,kujawsko_pomorskie,tucholski,sliwice,6,6,30000,30000
KUJAWSKO-POMORSKIE,świecki,Drzycim,kujawsko_pomorskie,swiecki,drzycim,6,5,30000,25000
KUJAWSKO-POMORSKIE,świecki,Pruszcz,kujawsko_pomorskie,swiecki,pruszcz,6,6,30000,30000
KUJAWSKO-POMORSKIE,świecki,Warlubie,kujawsko_pomorskie,swiecki,warlubie,6,6,30000,30000
LUBELSKIE,biłgorajski,Obsza,lubelskie,bilgorajski,obsza,6,6,30000,30000
LUBELSKIE,chełmski,Dorohusk,lubelskie,chelmski,dorohusk,6,4,30000,20000
LUBELSKIE,chełmski,Wierzbica,lubelskie,chelmski,wierzbica,6,6,30000,30000
LUBELSKIE,krasnostawski,Fajsławice,lubelskie,krasnostawski,fajslawice,6,6,30000,30000
LUBELSKIE,krasnostawski,Siennica Różana,lubelskie,krasnostawski,siennica_rozana,6,6,30000,30000
LUBELSKIE,lubartowski,Kock,lubelskie,lubartowski,kock,6,6,30000,30000
LUBELSKIE,lubelski,Garbów,lubelskie,lubelski,garbow,6,6,30000,30000
LUBELSKIE,lubelski,Głusk,lubelskie,lubelski,glusk,6,6,30000,30000
LUBELSKIE,lubelski,Jabłonna,lubelskie,lubelski,jablonna,6,6,30000,30000
LUBELSKIE,lubelski,Wólka,lubelskie,lubelski,wolka,6,6,30000,30000
LUBELSKIE,parczewski,Siemień,lubelskie,parczewski,siemien,6,5,30000,25000
LUBELSKIE,puławski,Wąwolnica,lubelskie,pulawski,wawolnica,6,6,30000,30000
LUBELSKIE,rycki,Ułęż,lubelskie,rycki,ulez,6,6,30000,30000
LUBELSKIE,tomaszowski,Lubycza Królewska,lubelskie,tomaszowski,lubycza_krolewska,6,6,30000,30000
LUBELSKIE,tomaszowski,Rachanie,lubelskie,tomaszowski,rachanie,6,6,30000,30000
LUBELSKIE,tomaszowski,Tarnawatka,lubelskie,tomaszowski,tarnawatka,6,6,30000,30000
LUBELSKIE,zamojski,Komarów-Osada,lubelskie,zamojski,komarow_osada,6,6,30000,30000
LUBELSKIE,łęczyński,Cyców,lubelskie,leczynski,cycow,6,6,30000,30000
LUBUSKIE,gorzowski,Kostrzyn nad Odrą,lubuskie,gorzowski,kostrzyn_nad_odra,6,6,30000,30000
LUBUSKIE,nowosolski,Bytom Odrzański,lubuskie,nowosolski,bytom_odrzanski,6,6,30000,30000
LUBUSKIE,świebodziński,Skąpe,lubuskie,swiebodzinski,skape,6,6,30000,30000
MAZOWIECKIE,garwoliński,Borowie,mazowieckie,garwolinski,borowie,6,6,30000,30000
MAZOWIECKIE,garwoliński,Trojanów,mazowieckie,garwolinski,trojanow,6,6,30000,30000
MAZOWIECKIE,kozienicki,Sieciechów,mazowieckie,kozienicki,sieciechow,6,6,30000,30000
MAZOWIECKIE,lipski,Ciepielów,mazowieckie,lipski,ciepielow,6,6,30000,30000
MAZOWIECKIE,lipski,Lipsko,mazowieckie,lipski,lipsko,6,6,30000,30000
MAZOWIECKIE,makowski,Płoniawy-Bramura,mazowieckie,makowski,ploniawy_bramura,6,6,30000,30000
MAZOWIECKIE,makowski,Sypniewo,mazowieckie,makowski,sypniewo,6,6,30000,30000
MAZOWIECKIE,miński,Dobre,mazowieckie,minski,dobre,6,6,30000,30000
MAZOWIECKIE,mławski,Radzanów,mazowieckie,mlawski,radzanow,6,6,30000,30000
MAZOWIECKIE,mławski,Wiśniewo,mazowieckie,mlawski,wisniewo,6,6,30000,30000
MAZOWIECKIE,pruszkowski,Nadarzyn,mazowieckie,pruszkowski,nadarzyn,6,6,30000,30000
MAZOWIECKIE,przysuski,Klwów,mazowieckie,przysuski,klwow,6,5,30000,25000
MAZOWIECKIE,pułtuski,Winnica,mazowieckie,pultuski,winnica,6,6,30000,30000
MAZOWIECKIE,siedlecki,Korczew,mazowieckie,siedlecki,korczew,6,6,30000,30000
MAZOWIECKIE,siedlecki,Mokobody,mazowieckie,siedlecki,mokobody,6,5,30000,25000
MAZOWIECKIE,siedlecki,Siedlce,mazowieckie,siedlecki,siedlce,6,5,30000,25000
MAZOWIECKIE,sierpecki,Zawidz,mazowieckie,sierpecki,zawidz,6,6,30000,30000
MAZOWIECKIE,szydłowiecki,Mirów,mazowieckie,szydlowiecki,mirow,6,6,30000,30000
MAZOWIECKIE,szydłowiecki,Orońsko,mazowieckie,szydlowiecki,oronsko,6,5,30000,25000
MAZOWIECKIE,szydłowiecki,Szydłowiec,mazowieckie,szydlowiecki,szydlowiec,6,6,30000,30000
MAZOWIECKIE,zwoleński,Tczów,mazowieckie,zwolenski,tczow,6,6,30000,30000
MAZOWIECKIE,żyrardowski,Puszcza Mariańska,mazowieckie,zyrardowski,puszcza_marianska,6,6,30000,30000
MAŁOPOLSKIE,bocheński,Żegocina,malopolskie,bochenski,zegocina,6,6,30000,30000
MAŁOPOLSKIE,brzeski,Borzęcin,malopolskie,brzeski,borzecin,6,6,30000,30000
MAŁOPOLSKIE,brzeski,Czchów,malopolskie,brzeski,czchow,6,6,30000,30000
MAŁOPOLSKIE,chrzanowski,Trzebinia,malopolskie,chrzanowski,trzebinia,6,6,30000,30000
MAŁOPOLSKIE,dąbrowski,Dąbrowa Tarnowska,malopolskie,dabrowski,dabrowa_tarnowska,6,6,30000,30000
MAŁOPOLSKIE,gorlicki,Łużna,malopolskie,gorlicki,luzna,6,6,30000,30000
MAŁOPOLSKIE,myślenicki,Tokarnia,malopolskie,myslenicki,tokarnia,6,6,30000,30000
MAŁOPOLSKIE,nowosądecki,Stary Sącz,malopolskie,nowosadecki,stary_sacz,6,6,30000,30000
MAŁOPOLSKIE,nowosądecki,Łącko,malopolskie,nowosadecki,lacko,6,6,30000,30000
MAŁOPOLSKIE,nowotarski,Jabłonka,malopolskie,nowotarski,jablonka,6,6,30000,30000
MAŁOPOLSKIE,nowotarski,Szaflary,malopolskie,nowotarski,szaflary,6,6,30000,30000
MAŁOPOLSKIE,proszowicki,Nowe Brzesko,malopolskie,proszowicki,nowe_brzesko,6,6,30000,30000
MAŁOPOLSKIE,suski,Sucha Beskidzka,malopolskie,suski,sucha_beskidzka,6,4,30000,20000
MAŁOPOLSKIE,tarnowski,Ryglice,malopolskie,tarnowski,ryglice,6,6,30000,30000
MAŁOPOLSKIE,tarnowski,Wojnicz,malopolskie,tarnowski,wojnicz,6,6,30000,30000
MAŁOPOLSKIE,tatrzański,Bukowina Tatrzańska,malopolskie,tatrzanski,bukowina_tatrzanska,6,6,30000,30000
MAŁOPOLSKIE,wadowicki,Wieprz,malopolskie,wadowicki,wieprz,6,5,30000,25000
MAŁOPOLSKIE,wielicki,Kłaj,malopolskie,wielicki,klaj,6,6,30000,30000
MAŁOPOLSKIE,wielicki,Niepołomice,malopolskie,wielicki,niepolomice,6,6,30000,30000
OPOLSKIE,kluczborski,Lasowice Wielkie,opolskie,kluczborski,lasowice_wielkie,6,6,30000,30000
OPOLSKIE,nyski,Paczków,opolskie,nyski,paczkow,6,6,30000,30000
OPOLSKIE,oleski,Radłów,opolskie,oleski,radlow,6,6,30000,30000
OPOLSKIE,opolski,Murów,opolskie,opolski,murow,6,6,30000,30000
PODKARPACKIE,jasielski,Brzyska,podkarpackie,jasielski,brzyska,6,6,30000,30000
PODKARPACKIE,leżajski,Kuryłówka,podkarpackie,lezajski,kurylowka,6,6,30000,30000
PODKARPACKIE,przemyski,Fredropol,podkarpackie,przemyski,fredropol,6,6,30000,30000
PODKARPACKIE,przemyski,Orły,podkarpackie,przemyski,orly,6,6,30000,30000
PODKARPACKIE,stalowowolski,Radomyśl nad Sanem,podkarpackie,stalowowolski,radomysl_nad_sanem,6,6,30000,30000
PODKARPACKIE,stalowowolski,Zaleszany,podkarpackie,stalowowolski,zaleszany,6,6,30000,30000
PODKARPACKIE,tarnobrzeski,Gorzyce,podkarpackie,tarnobrzeski,gorzyce,6,6,30000,30000
PODLASKIE,augustowski,Lipsk,podlaskie,augustowski,lipsk,6,5,30000,25000
PODLASKIE,białostocki,Czarna Białostocka,podlaskie,bialostocki,czarna_bialostocka,6,6,30000,30000
PODLASKIE,grajewski,Rajgród,podlaskie,grajewski,rajgrod,6,6,30000,30000
PODLASKIE,grajewski,Wąsosz,podlaskie,grajewski,wasosz,6,6,30000,30000
PODLASKIE,hajnowski,Dubicze Cerkiewne,podlaskie,hajnowski,dubicze_cerkiewne,6,6,30000,30000
PODLASKIE,kolneński,Grabowo,podlaskie,kolnenski,grabowo,6,6,30000,30000
PODLASKIE,sejneński,Sejny,podlaskie,sejnenski,sejny,6,6,30000,30000
PODLASKIE,siemiatycki,Grodzisk,podlaskie,siemiatycki,grodzisk,6,6,30000,30000
PODLASKIE,zambrowski,Rutki,podlaskie,zambrowski,rutki,6,6,30000,30000
PODLASKIE,łomżyński,Miastkowo,podlaskie,lomzynski,miastkowo,6,6,30000,30000
POMORSKIE,bytowski,Borzytuchom,pomorskie,bytowski,borzytuchom,6,6,30000,30000
POMORSKIE,bytowski,Studzienice,pomorskie,bytowski,studzienice,6,6,30000,30000
POMORSKIE,kartuski,Kartuzy,pomorskie,kartuski,kartuzy,6,6,30000,30000
POMORSKIE,nowodworski,Ostaszewo,pomorskie,nowodworski,ostaszewo,6,6,30000,30000
POMORSKIE,starogardzki,Osiek,pomorskie,starogardzki,osiek,6,5,30000,25000
POMORSKIE,sztumski,Sztum,pomorskie,sztumski,sztum,6,6,30000,30000
POMORSKIE,słupski,Główczyce,pomorskie,slupski,glowczyce,6,6,30000,30000
POMORSKIE,słupski,Smołdzino,pomorskie,slupski,smoldzino,6,6,30000,30000
